Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,Multiple_deliveries,Festival,City_type,Time_taken(min),distance_km,is_weekend,month_intervals,year_quarter,order_prepare_time
35.0,4.7,conditions Windy,Jam ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,27,12.75,False,end_month,1,10.0
29.0,4.8,conditions Stormy,Low ,0,Buffet ,motorcycle ,1.0,No ,Urban ,16,7.787,False,middle_month,1,5.0
29.0,4.6,conditions Stormy,Low ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,24,8.924,False,start_month,2,15.0
29.0,4.7,conditions Sandstorms,Low ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,19,10.04,False,end_month,1,10.0
24.0,4.7,conditions Fog,Jam ,2,Meal ,scooter ,2.0,No ,Metropolitian ,42,14.153,False,middle_month,1,5.0
29.0,5.0,conditions Windy,Medium ,2,Buffet ,scooter ,0.0,No ,Metropolitian ,25,6.822,False,start_month,2,10.0
30.0,4.9,conditions Windy,High ,1,Drinks ,motorcycle ,1.0,No ,Metropolitian ,28,4.578,True,start_month,1,10.0
32.0,4.8,conditions Fog,Jam ,2,Meal ,scooter ,1.0,No ,Metropolitian ,28,5.578,False,end_month,1,5.0
39.0,4.8,conditions Stormy,Medium ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,34,6.956,False,end_month,1,5.0
30.0,3.8,conditions Windy,Jam ,1,Drinks ,scooter ,1.0,No ,Urban ,39,20.443,True,start_month,2,10.0
31.0,4.8,conditions Fog,Medium ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,31,12.488,False,middle_month,1,5.0
25.0,4.6,conditions Stormy,Jam ,1,Drinks ,motorcycle ,0.0,No ,Metropolitian ,15,8.01,True,end_month,1,10.0
35.0,4.9,conditions Cloudy,Medium ,2,Drinks ,motorcycle ,1.0,No ,Metropolitian ,17,4.492,True,middle_month,1,15.0
34.0,4.6,conditions Cloudy,Jam ,2,Drinks ,scooter ,0.0,No ,Metropolitian ,25,5.677,True,middle_month,1,15.0
25.0,4.5,conditions Fog,Medium ,1,Drinks ,scooter ,1.0,No,Urban ,11,6.869,False,start_month,1,10.0
30.0,3.6,conditions Sandstorms,Medium ,1,Buffet ,motorcycle ,0.0,No ,Metropolitian ,33,14.739,False,end_month,1,5.0
25.0,4.8,conditions Sandstorms,Jam ,1,Snack ,scooter ,0.0,No ,Urban ,25,12.473,True,end_month,1,10.0
27.0,5.0,conditions Sandstorms,Low ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,24,14.502,False,end_month,1,5.0
26.0,4.4,conditions Sandstorms,Medium ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,37,9.075,False,end_month,1,15.0
30.0,4.6,conditions Fog,Medium ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,37,14.814,False,middle_month,1,15.0
21.0,5.0,conditions Cloudy,Medium ,2,Drinks ,electric_scooter ,1.0,No ,Metropolitian ,29,12.58,False,start_month,1,10.0
34.0,4.6,conditions Stormy,Low ,1,Meal ,motorcycle ,1.0,No ,Urban ,25,2.294,False,middle_month,1,10.0
27.0,4.7,conditions Stormy,Low ,1,Drinks ,motorcycle ,1.0,No ,Urban ,14,8.114,False,end_month,1,15.0
34.0,4.9,conditions Sunny,High ,2,Buffet ,scooter ,1.0,No ,Metropolitian ,15,4.565,True,end_month,1,15.0
35.0,4.6,conditions Fog,Low ,2,Drinks ,electric_scooter ,1.0,No ,Urban ,16,2.256,False,end_month,1,10.0
38.0,4.3,conditions Sandstorms,Jam ,2,Meal ,motorcycle ,2.0,No ,Urban ,41,10.04,True,middle_month,1,5.0
26.0,4.9,conditions Cloudy,Low ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,24,12.474,False,start_month,2,5.0
39.0,5.0,conditions Sunny,High ,1,Buffet ,motorcycle ,1.0,No ,Metropolitian ,21,2.271,False,middle_month,1,5.0
22.0,4.7,conditions Windy,High ,1,Snack ,motorcycle ,1.0,No ,Urban ,15,4.578,False,end_month,1,15.0
32.0,5.0,conditions Stormy,Jam ,0,Snack ,motorcycle ,2.0,No ,Urban ,41,12.753,False,end_month,1,5.0
35.0,4.2,conditions Windy,Medium ,1,Buffet ,motorcycle ,1.0,No ,Metropolitian ,32,10.382,True,middle_month,1,15.0
25.0,5.0,conditions Sandstorms,Medium ,2,Snack ,scooter ,1.0,No ,Metropolitian ,28,4.718,False,start_month,1,5.0
21.0,4.9,conditions Cloudy,Low ,1,Buffet ,motorcycle ,0.0,No ,Metropolitian ,12,1.144,True,start_month,1,15.0
32.0,4.9,conditions Sunny,High ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,20,2.283,False,middle_month,1,10.0
38.0,4.9,conditions Sandstorms,Low ,2,Meal ,motorcycle ,1.0,No ,Metropolitian ,18,9.275,False,end_month,1,5.0
27.0,5.0,conditions Fog,High ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,25,2.283,True,middle_month,1,5.0
33.0,4.6,conditions Sunny,Low ,2,Drinks ,scooter ,0.0,No ,Metropolitian ,25,10.435,False,start_month,1,15.0
15.0,1.0,conditions Fog,Low,3,Snack ,scooter ,1.0,No ,Metropolitian ,29,6.866,True,start_month,2,10.0
33.0,5.0,conditions Fog,Low ,1,Snack ,motorcycle ,1.0,No ,Metropolitian ,28,9.157,False,end_month,1,10.0
35.0,4.6,conditions Sandstorms,Medium ,2,Meal ,motorcycle ,1.0,No ,Metropolitian ,25,3.434,False,end_month,1,10.0
34.0,4.9,conditions Windy,Jam ,2,Drinks ,electric_scooter ,1.0,No ,Metropolitian ,30,9.155,True,middle_month,1,5.0
38.0,4.1,conditions Fog,Jam ,1,Meal ,motorcycle ,0.0,No ,Metropolitian ,40,10.387,False,middle_month,1,15.0
23.0,4.6,conditions Windy,High ,2,Snack ,scooter ,0.0,No ,Metropolitian ,21,4.617,True,end_month,1,5.0
29.0,4.7,conditions Sandstorms,Jam ,2,Meal ,scooter ,0.0,No ,Urban ,22,14.743,True,middle_month,1,10.0
27.0,5.0,conditions Fog,Low ,1,Buffet ,motorcycle ,1.0,No ,Metropolitian ,29,10.269,True,start_month,1,10.0
24.0,4.7,conditions Windy,Jam ,1,Drinks ,scooter ,1.0,No ,Urban ,21,9.071,False,start_month,1,15.0
22.0,5.0,conditions Stormy,Jam ,2,Meal ,scooter ,1.0,No ,Urban ,24,9.097,True,middle_month,1,15.0
31.0,4.9,conditions Sunny,Low ,2,Buffet ,scooter ,0.0,No ,Metropolitian ,14,1.134,False,start_month,2,10.0
20.0,4.8,conditions Stormy,Medium ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,25,7.894,False,start_month,1,10.0
27.0,4.5,conditions Fog,Medium ,1,Snack ,scooter ,1.0,No ,Urban ,25,9.259,True,end_month,1,10.0
32.0,4.6,conditions Windy,Medium ,0,Snack ,motorcycle ,1.0,No ,Urban ,34,15.007,False,middle_month,1,15.0
21.0,4.5,conditions Cloudy,Low ,2,Buffet ,electric_scooter ,0.0,No ,Metropolitian ,18,2.29,False,start_month,1,5.0
30.0,5.0,conditions Fog,High ,1,Buffet ,motorcycle ,1.0,No ,Metropolitian ,33,4.579,False,end_month,1,15.0
32.0,4.5,conditions Stormy,Jam ,1,Meal ,scooter ,1.0,Yes ,Metropolitian ,42,12.552,False,start_month,2,5.0
29.585221590422037,4.7,conditions Sandstorms,Low ,1,Meal ,scooter ,1.0,No ,Urban ,12,2.255,True,middle_month,1,10.0
33.0,4.9,conditions Fog,Low ,2,Meal ,scooter ,0.0,No ,Metropolitian ,16,6.694,True,middle_month,1,15.0
36.0,4.7,conditions Windy,Jam ,2,Drinks ,scooter ,1.0,No ,Urban ,29,10.27,True,middle_month,1,5.0
39.0,4.1,conditions Fog,High ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,33,4.537,False,start_month,1,15.0
29.0,4.0,conditions Fog,Medium ,2,Meal ,motorcycle ,1.0,No ,Urban ,38,20.443,True,middle_month,1,5.0
22.0,4.5,conditions Sunny,Jam ,2,Buffet ,scooter ,1.0,No ,Metropolitian ,11,3.463,False,middle_month,1,5.0
29.585221590422037,4.7,conditions Sandstorms,Medium ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,36,10.011,False,middle_month,1,10.0
21.0,4.5,conditions Stormy,Low ,1,Drinks ,scooter ,0.0,No ,Urban ,18,2.29,False,end_month,1,10.0
22.0,4.7,conditions Sandstorms,Jam ,1,Snack ,scooter ,1.0,No ,Metropolitian ,17,10.383,False,end_month,1,15.0
21.0,4.9,conditions Cloudy,Low ,0,Snack ,motorcycle ,0.0,No ,Urban ,21,16.023,False,middle_month,1,10.0
32.0,4.7,conditions Fog,High ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,29,6.29,False,end_month,1,10.0
29.0,4.8,conditions Sunny,Jam ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,15,10.302,True,middle_month,1,10.0
36.0,4.4,conditions Stormy,Jam ,0,Drinks ,motorcycle ,1.0,Yes ,Metropolitian ,48,9.022,True,middle_month,1,15.0
36.0,4.9,conditions Windy,Low ,2,Buffet ,scooter ,1.0,No ,Metropolitian ,24,12.752,False,middle_month,1,10.0
23.0,4.8,conditions Sandstorms,Jam ,0,Meal ,motorcycle ,0.0,No ,Urban ,16,3.384,False,end_month,1,10.0
37.0,4.9,conditions Sandstorms,Medium ,1,Buffet ,scooter ,1.0,No ,Metropolitian ,27,12.587,False,middle_month,1,15.0
32.0,4.9,conditions Sandstorms,Medium ,1,Snack ,motorcycle ,1.0,No ,Metropolitian ,30,10.383,False,start_month,2,10.0
39.0,4.2,conditions Sandstorms,Medium ,1,Drinks ,motorcycle ,1.0,No ,Metropolitian ,33,4.638,False,start_month,2,10.0
33.0,4.9,conditions Sunny,Medium ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,26,4.58,False,middle_month,1,10.0
27.0,4.6,conditions Stormy,Low ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,20,20.443,True,start_month,2,5.0
31.0,4.7,conditions Sunny,Jam ,2,Meal ,scooter ,0.0,No ,Urban ,24,12.752,False,start_month,1,5.0
31.0,4.6,conditions Cloudy,Jam ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,40,11.008,False,end_month,1,15.0
25.0,5.0,conditions Cloudy,Medium ,1,Meal ,motorcycle ,1.0,No ,Metropolitian ,35,7.978,False,end_month,1,5.0
21.0,4.6,conditions Stormy,Jam ,1,Drinks ,scooter ,1.0,No ,Metropolitian ,17,10.234,False,start_month,1,10.0
39.0,3.7,conditions Windy,Jam ,1,Buffet ,motorcycle ,2.0,No ,Metropolitian ,40,12.753,False,end_month,1,10.0
25.0,4.8,conditions Sunny,Jam ,0,Drinks ,motorcycle ,0.0,No ,Metropolitian ,21,12.553,False,end_month,1,15.0
29.585221590422037,4.7,conditions Windy,Medium ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,43,14.996,False,end_month,1,10.0
36.0,4.5,conditions Stormy,Low ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,26,2.256,False,start_month,1,15.0
31.0,4.9,conditions Sunny,High ,2,Drinks ,motorcycle ,1.0,No ,Metropolitian ,17,4.559,False,start_month,2,5.0
31.0,4.8,conditions Sunny,Low ,1,Snack ,motorcycle ,0.0,No ,Urban ,13,1.154,True,middle_month,1,10.0
24.0,4.7,conditions Windy,Low ,1,Meal ,scooter ,1.0,No,Urban ,14,1.145,False,middle_month,1,5.0
35.0,4.9,conditions Fog,Medium ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,26,5.699,False,end_month,1,15.0
22.0,4.7,conditions Windy,Low ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,20,14.875,False,end_month,1,15.0
31.0,5.0,conditions Stormy,Jam ,2,Snack ,scooter ,1.0,No ,Metropolitian ,34,5.698,False,middle_month,1,5.0
30.0,4.5,conditions Windy,Medium ,2,Drinks ,electric_scooter ,0.0,No ,Urban ,30,3.414,False,middle_month,1,10.0
20.0,4.9,conditions Stormy,Medium ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,14,3.435,False,start_month,1,5.0
35.0,4.7,conditions Stormy,Jam ,0,Snack ,motorcycle ,2.0,No ,Urban ,35,4.718,False,middle_month,1,5.0
39.0,4.6,conditions Windy,High ,2,Drinks ,motorcycle ,2.0,No ,Metropolitian ,34,4.564,False,middle_month,1,15.0
33.0,4.9,conditions Fog,High ,2,Meal ,scooter ,1.0,No ,Metropolitian ,30,4.63,False,start_month,2,15.0
20.0,4.7,conditions Windy,Low ,2,Buffet ,motorcycle ,0.0,No ,Metropolitian ,13,8.01,False,middle_month,1,10.0
37.0,3.7,conditions Sunny,Jam ,2,Meal ,scooter ,0.0,No ,Metropolitian ,33,12.536,False,start_month,1,15.0
29.585221590422037,4.7,conditions Fog,Low,3,Snack ,electric_scooter ,0.0,No ,Metropolitian ,10,10.416,False,end_month,1,10.0
39.0,5.0,conditions Windy,Medium ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,32,4.559,True,middle_month,1,15.0
26.0,4.7,conditions Cloudy,Jam ,1,Buffet ,motorcycle ,1.0,Yes ,Metropolitian ,43,15.783,False,middle_month,1,10.0
26.0,4.7,conditions Sandstorms,Medium ,1,Snack ,motorcycle ,0.0,No ,Metropolitian ,21,10.433,False,start_month,1,5.0
31.0,4.0,conditions Sandstorms,Medium ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,36,14.88,False,end_month,1,15.0
21.0,5.0,conditions Sunny,Low ,2,Buffet ,electric_scooter ,1.0,No ,Metropolitian ,24,1.573,False,start_month,1,10.0
33.0,4.5,conditions Sunny,Jam ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,23,5.734,False,middle_month,1,10.0
29.0,4.8,conditions Sunny,Jam ,2,Snack ,electric_scooter ,1.0,No ,Urban ,22,12.613,False,middle_month,1,10.0
21.0,4.6,conditions Cloudy,Low ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,22,12.742,False,middle_month,1,15.0
29.0,4.5,conditions Sandstorms,Low ,1,Snack ,scooter ,0.0,No,Metropolitian ,10,1.116,False,end_month,1,10.0
25.0,4.8,conditions Windy,Jam ,1,Buffet ,scooter ,1.0,No ,Urban ,22,8.011,True,end_month,1,5.0
30.0,4.0,conditions Stormy,Low ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,27,5.637,True,middle_month,1,10.0
38.0,4.7,conditions Sandstorms,Medium ,2,Buffet ,motorcycle ,0.0,No ,Metropolitian ,30,15.07,True,middle_month,1,15.0
21.0,4.7,conditions Fog,Low ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,17,3.383,False,start_month,1,15.0
22.0,4.7,conditions Windy,Low ,2,Snack ,motorcycle ,0.0,No ,Metropolitian ,13,6.839,False,start_month,2,15.0
21.0,4.6,conditions Stormy,Medium ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,22,3.403,False,end_month,1,5.0
32.0,4.2,conditions Cloudy,Jam ,1,Drinks ,motorcycle ,1.0,No ,Metropolitian ,46,9.158,False,end_month,1,10.0
36.0,4.4,conditions Stormy,Jam ,2,Snack ,motorcycle ,2.0,No ,Metropolitian ,41,9.259,False,start_month,1,15.0
24.0,4.9,conditions Sandstorms,High ,0,Meal ,motorcycle ,0.0,No ,Urban ,22,2.28,True,end_month,1,10.0
29.585221590422037,4.7,conditions Sunny,Jam ,0,Snack ,motorcycle ,1.0,No ,Urban ,32,408.4,False,end_month,1,10.0
36.0,4.7,conditions Fog,Jam ,1,Buffet ,scooter ,1.0,No ,Metropolitian ,35,7.988,False,start_month,1,15.0
24.0,5.0,conditions Windy,Low ,2,Snack ,motorcycle ,0.0,No ,Urban ,10,14.742,False,start_month,1,10.0
33.0,3.6,conditions Stormy,Jam ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,32,14.502,True,middle_month,1,15.0
29.585221590422037,4.7,conditions Windy,Low ,1,Buffet ,scooter ,1.0,No ,Metropolitian ,24,14.878,False,start_month,1,10.0
27.0,5.0,conditions Cloudy,Jam ,0,Drinks ,motorcycle ,1.0,No ,Urban ,37,14.813,False,middle_month,1,10.0
37.0,4.7,conditions Stormy,Jam ,0,Buffet ,motorcycle ,2.0,No ,Metropolitian ,42,9.158,True,middle_month,1,10.0
21.0,4.9,conditions Cloudy,Jam ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,26,5.686,True,middle_month,1,5.0
31.0,4.3,conditions Fog,Jam ,1,Buffet ,scooter ,1.0,No ,Metropolitian ,33,6.822,False,end_month,1,10.0
33.0,4.9,conditions Sunny,Medium ,0,Buffet ,motorcycle ,0.0,No ,Metropolitian ,28,3.419,True,start_month,1,5.0
39.0,4.7,conditions Sandstorms,Medium ,1,Snack ,scooter ,0.0,No ,Urban ,25,3.42,False,start_month,1,10.0
22.0,4.6,conditions Sandstorms,Low ,0,Drinks ,motorcycle ,0.0,No ,Metropolitian ,23,10.201,True,middle_month,1,5.0
37.0,4.0,conditions Cloudy,Medium ,1,Snack ,motorcycle ,1.0,No ,Urban ,35,12.753,False,end_month,1,5.0
33.0,4.8,conditions Sandstorms,Low ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,26,9.158,True,end_month,1,15.0
25.0,4.6,conditions Cloudy,High ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,30,2.29,True,end_month,1,15.0
39.0,4.7,conditions Windy,Low ,1,Drinks ,motorcycle ,1.0,No ,Metropolitian ,20,6.956,True,middle_month,1,10.0
20.0,4.7,conditions Fog,Low ,2,Drinks ,electric_scooter ,1.0,No ,Metropolitian ,17,6.955,False,end_month,1,15.0
36.0,4.9,conditions Sunny,Jam ,1,Meal ,scooter ,0.0,No ,Metropolitian ,21,3.419,False,start_month,1,5.0
26.0,4.8,conditions Sunny,Jam ,2,Snack ,scooter ,0.0,No ,Urban ,18,11.008,True,end_month,1,10.0
36.0,4.1,conditions Fog,Jam ,1,Snack ,scooter ,0.0,No ,Metropolitian ,37,12.271,False,end_month,1,5.0
32.0,4.6,conditions Sandstorms,Jam ,0,Buffet ,motorcycle ,1.0,No ,Urban ,52,12.58,False,middle_month,1,10.0
31.0,4.6,conditions Sunny,Jam ,1,Buffet ,motorcycle ,1.0,No ,Metropolitian ,24,6.957,False,start_month,2,15.0
22.0,4.7,conditions Sunny,Medium ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,22,7.809,True,start_month,2,15.0
28.0,4.8,conditions Stormy,Low ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,15,10.383,False,start_month,1,5.0
39.0,4.8,conditions Cloudy,Medium ,1,Meal ,motorcycle ,0.0,No ,Metropolitian ,19,5.685,False,end_month,1,15.0
34.0,4.6,conditions Stormy,Jam ,1,Drinks ,scooter ,0.0,No ,Metropolitian ,26,8.102,False,end_month,1,5.0
39.0,4.6,conditions Fog,High ,1,Drinks ,motorcycle ,0.0,No ,Urban ,35,4.618,False,start_month,1,15.0
30.0,4.6,conditions Stormy,Medium ,2,Meal ,motorcycle ,1.0,No ,Urban ,24,16.024,True,start_month,2,5.0
29.585221590422037,4.7,conditions Windy,Jam ,0,Snack ,motorcycle ,1.0,No ,Urban ,53,14.598,False,middle_month,1,10.0
32.0,4.1,conditions Fog,Jam ,1,Snack ,motorcycle ,3.0,No ,Metropolitian ,44,15.069,False,middle_month,1,10.0
35.0,5.0,conditions Sunny,Low ,2,Snack ,scooter ,0.0,No ,Metropolitian ,11,2.255,False,middle_month,1,15.0
24.0,4.9,conditions Fog,Jam ,0,Buffet ,motorcycle ,0.0,No ,Semi-Urban ,47,17.298,False,end_month,1,15.0
26.0,4.9,conditions Cloudy,Low ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,18,2.318,False,middle_month,1,15.0
29.0,5.0,conditions Sunny,Jam ,1,Drinks ,motorcycle ,0.0,No ,Metropolitian ,11,3.412,False,start_month,1,10.0
36.0,4.6,conditions Fog,Jam ,1,Buffet ,scooter ,1.0,No ,Urban ,35,8.114,False,start_month,1,10.0
31.0,4.9,conditions Windy,Low ,2,Buffet ,motorcycle ,1.0,No ,Urban ,26,6.812,False,middle_month,1,15.0
37.0,4.5,conditions Sandstorms,Low ,0,Snack ,motorcycle ,0.0,No ,Metropolitian ,21,16.024,False,start_month,1,10.0
24.0,4.5,conditions Fog,High ,2,Drinks ,electric_scooter ,1.0,No ,Metropolitian ,26,4.537,False,end_month,1,15.0
30.0,4.2,conditions Cloudy,Jam ,1,Drinks ,motorcycle ,1.0,No ,Metropolitian ,39,5.686,False,end_month,1,10.0
23.0,4.9,conditions Windy,Jam ,1,Drinks ,motorcycle ,1.0,No ,Urban ,27,8.079,False,middle_month,1,5.0
33.0,4.6,conditions Sunny,Medium ,1,Snack ,scooter ,1.0,No ,Urban ,23,5.686,True,middle_month,1,5.0
33.0,4.2,conditions Windy,Low ,0,Drinks ,motorcycle ,0.0,No ,Metropolitian ,31,3.478,False,end_month,1,15.0
28.0,4.8,conditions Fog,Medium ,2,Meal ,scooter ,1.0,No ,Metropolitian ,18,5.637,False,middle_month,1,10.0
21.0,5.0,conditions Windy,Low ,1,Meal ,motorcycle ,0.0,No ,Metropolitian ,13,5.713,False,middle_month,1,5.0
37.0,4.8,conditions Stormy,Low ,2,Buffet ,scooter ,1.0,No ,Metropolitian ,16,9.118,False,start_month,1,5.0
37.0,4.6,conditions Sandstorms,Low ,1,Snack ,motorcycle ,1.0,No ,Metropolitian ,27,1.145,False,middle_month,1,10.0
24.0,4.9,conditions Windy,Low ,2,Drinks ,scooter ,0.0,No ,Urban ,11,3.347,False,start_month,1,10.0
33.0,3.8,conditions Windy,Medium ,1,Snack ,scooter ,1.0,No ,Metropolitian ,35,12.536,False,start_month,2,10.0
30.0,4.3,conditions Sandstorms,Medium ,2,Snack ,electric_scooter ,0.0,No ,Metropolitian ,38,14.852,False,middle_month,1,10.0
30.0,5.0,conditions Sandstorms,Medium ,2,Meal ,scooter ,1.0,No ,Metropolitian ,27,8.899,True,middle_month,1,5.0
35.0,4.6,conditions Stormy,Jam ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,29,9.157,True,middle_month,1,15.0
24.0,4.6,conditions Stormy,Jam ,1,Buffet ,motorcycle ,1.0,No ,Metropolitian ,14,6.957,False,start_month,1,5.0
22.0,4.7,conditions Cloudy,High ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,23,1.573,True,middle_month,1,5.0
39.0,4.6,conditions Cloudy,Jam ,2,Buffet ,electric_scooter ,1.0,No ,Metropolitian ,35,9.435,True,middle_month,1,15.0
36.0,4.6,conditions Sunny,Medium ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,22,3.424,True,middle_month,1,5.0
27.0,4.8,conditions Fog,Medium ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,29,5.639,False,middle_month,1,15.0
38.0,4.7,conditions Cloudy,Jam ,0,Meal ,motorcycle ,3.0,No ,Semi-Urban ,52,9.118,True,end_month,1,15.0
24.0,4.8,conditions Cloudy,High ,0,Drinks ,motorcycle ,1.0,No ,Urban ,21,4.578,False,middle_month,1,15.0
33.0,4.5,conditions Sandstorms,Jam ,2,Meal ,scooter ,0.0,No ,Metropolitian ,25,11.008,False,middle_month,1,5.0
30.0,4.9,conditions Sunny,Low ,1,Snack ,motorcycle ,0.0,No ,Urban ,12,5.638,False,end_month,1,10.0
30.0,4.6,conditions Sandstorms,Medium ,2,Drinks ,electric_scooter ,0.0,No ,Metropolitian ,26,3.479,True,start_month,1,5.0
20.0,4.8,conditions Cloudy,Low ,2,Meal ,scooter ,1.0,No ,Metropolitian ,27,9.117,True,middle_month,1,5.0
37.0,4.5,conditions Cloudy,Low ,2,Meal ,scooter ,0.0,No ,Metropolitian ,16,6.922,False,middle_month,1,15.0
20.0,5.0,conditions Cloudy,Low ,2,Buffet ,scooter ,0.0,No ,Metropolitian ,10,2.319,True,start_month,2,5.0
35.0,4.6,conditions Fog,High ,2,Drinks ,motorcycle ,0.0,No ,Metropolitian ,27,4.618,False,end_month,1,5.0
35.0,4.8,conditions Sandstorms,Low ,1,Snack ,motorcycle ,0.0,No ,Urban ,22,6.956,False,start_month,1,10.0
35.0,4.7,conditions Cloudy,Jam ,1,Meal ,scooter ,1.0,No ,Metropolitian ,47,8.076,False,start_month,1,15.0
34.0,5.0,conditions Fog,Low ,2,Meal ,electric_scooter ,1.0,No ,Metropolitian ,15,1.573,False,middle_month,1,10.0
39.0,4.7,conditions Sandstorms,Medium ,1,Buffet ,motorcycle ,1.0,No ,Metropolitian ,33,6.29,False,middle_month,1,10.0
33.0,4.7,conditions Cloudy,High ,1,Drinks ,scooter ,1.0,No ,Metropolitian ,38,4.511,True,middle_month,1,10.0
21.0,4.9,conditions Sandstorms,Low ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,23,8.012,False,middle_month,1,15.0
39.0,4.3,conditions Windy,Jam ,1,Buffet ,motorcycle ,2.0,No ,Metropolitian ,40,14.153,False,start_month,1,5.0
21.0,4.9,conditions Windy,Low ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,18,2.315,False,middle_month,1,15.0
26.0,4.8,conditions Fog,Jam ,1,Snack ,motorcycle ,2.0,No ,Metropolitian ,36,10.258,True,start_month,2,10.0
31.0,4.6,conditions Fog,Medium ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,39,14.875,False,start_month,1,10.0
21.0,4.7,conditions Windy,High ,0,Snack ,motorcycle ,1.0,No ,Urban ,15,4.578,True,end_month,1,5.0
29.585221590422037,4.7,conditions Sandstorms,High ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,33,4.564,False,middle_month,1,10.0
25.0,4.6,conditions Cloudy,Jam ,1,Meal ,motorcycle ,1.0,No ,Metropolitian ,21,6.926,False,middle_month,1,10.0
30.0,4.8,conditions Stormy,Low ,2,Meal ,scooter ,1.0,No ,Urban ,25,9.117,False,middle_month,1,10.0
30.0,4.7,conditions Sunny,Low ,0,Meal ,motorcycle ,0.0,No ,Urban ,29,2.255,False,middle_month,1,10.0
33.0,4.5,conditions Stormy,Medium ,2,Snack ,motorcycle ,1.0,No ,Metropolitian ,26,14.66,True,start_month,2,10.0
29.585221590422037,4.7,conditions Fog,Low ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,21,4.718,False,middle_month,1,10.0
27.0,4.8,conditions Cloudy,Low ,2,Meal ,motorcycle ,0.0,No ,Urban ,25,9.23,False,end_month,1,10.0
23.0,4.6,conditions Sandstorms,Low ,0,Meal ,motorcycle ,1.0,No ,Urban ,24,10.416,False,end_month,1,15.0
32.0,4.8,conditions Sandstorms,Jam ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,43,12.271,False,end_month,1,10.0
30.0,4.7,conditions Sunny,Medium ,0,Snack ,motorcycle ,0.0,No ,Metropolitian ,34,10.303,False,start_month,1,15.0
28.0,4.5,conditions Fog,Low ,2,Meal ,motorcycle ,1.0,No ,Metropolitian ,21,8.102,True,start_month,1,15.0
26.0,4.7,conditions Windy,Medium ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,19,4.634,False,start_month,2,15.0
31.0,4.6,conditions Fog,Jam ,2,Meal ,scooter ,1.0,No ,Metropolitian ,35,10.218,False,middle_month,1,15.0
27.0,4.8,conditions Cloudy,Low ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,16,1.16,False,middle_month,1,15.0
28.0,4.6,conditions Stormy,High ,1,Drinks ,motorcycle ,0.0,No ,Urban ,16,4.637,True,middle_month,1,5.0
37.0,4.6,conditions Windy,Low ,1,Drinks ,motorcycle ,1.0,No ,Metropolitian ,26,3.479,False,middle_month,1,15.0
