PJME_MW,dow,doy,year,month,quarter,hour,weekday,woy,dom,season,weekend
31073.0,4,133,2011,5,2,12,4,19,13,2,0
31036.0,4,133,2011,5,2,13,4,19,13,2,0
31074.0,4,133,2011,5,2,14,4,19,13,2,0
30881.0,4,133,2011,5,2,15,4,19,13,2,0
30699.0,4,133,2011,5,2,16,4,19,13,2,0
30630.0,4,133,2011,5,2,17,4,19,13,2,0
30337.0,4,133,2011,5,2,18,4,19,13,2,0
29620.0,4,133,2011,5,2,19,4,19,13,2,0
29354.0,4,133,2011,5,2,20,4,19,13,2,0
30200.0,4,133,2011,5,2,21,4,19,13,2,0
29377.0,4,133,2011,5,2,22,4,19,13,2,0
27347.0,4,133,2011,5,2,23,4,19,13,2,0
25163.0,5,134,2011,5,2,0,5,19,14,2,1
23223.0,5,134,2011,5,2,1,5,19,14,2,1
22111.0,5,134,2011,5,2,2,5,19,14,2,1
21331.0,5,134,2011,5,2,3,5,19,14,2,1
20937.0,5,134,2011,5,2,4,5,19,14,2,1
20973.0,5,134,2011,5,2,5,5,19,14,2,1
21395.0,5,134,2011,5,2,6,5,19,14,2,1
22003.0,5,134,2011,5,2,7,5,19,14,2,1
23556.0,5,134,2011,5,2,8,5,19,14,2,1
25409.0,5,134,2011,5,2,9,5,19,14,2,1
26801.0,5,134,2011,5,2,10,5,19,14,2,1
27707.0,5,134,2011,5,2,11,5,19,14,2,1
27891.0,5,134,2011,5,2,12,5,19,14,2,1
27820.0,5,134,2011,5,2,13,5,19,14,2,1
27486.0,5,134,2011,5,2,14,5,19,14,2,1
27154.0,5,134,2011,5,2,15,5,19,14,2,1
26911.0,5,134,2011,5,2,16,5,19,14,2,1
27006.0,5,134,2011,5,2,17,5,19,14,2,1
27052.0,5,134,2011,5,2,18,5,19,14,2,1
27142.0,5,134,2011,5,2,19,5,19,14,2,1
27388.0,5,134,2011,5,2,20,5,19,14,2,1
28206.0,5,134,2011,5,2,21,5,19,14,2,1
27614.0,5,134,2011,5,2,22,5,19,14,2,1
26076.0,5,134,2011,5,2,23,5,19,14,2,1
24316.0,6,135,2011,5,2,0,6,19,15,2,1
22650.0,6,135,2011,5,2,1,6,19,15,2,1
21518.0,6,135,2011,5,2,2,6,19,15,2,1
20827.0,6,135,2011,5,2,3,6,19,15,2,1
20480.0,6,135,2011,5,2,4,6,19,15,2,1
20373.0,6,135,2011,5,2,5,6,19,15,2,1
20705.0,6,135,2011,5,2,6,6,19,15,2,1
21010.0,6,135,2011,5,2,7,6,19,15,2,1
22140.0,6,135,2011,5,2,8,6,19,15,2,1
23990.0,6,135,2011,5,2,9,6,19,15,2,1
25655.0,6,135,2011,5,2,10,6,19,15,2,1
26824.0,6,135,2011,5,2,11,6,19,15,2,1
27591.0,6,135,2011,5,2,12,6,19,15,2,1
27968.0,6,135,2011,5,2,13,6,19,15,2,1
28127.0,6,135,2011,5,2,14,6,19,15,2,1
28217.0,6,135,2011,5,2,15,6,19,15,2,1
28454.0,6,135,2011,5,2,16,6,19,15,2,1
28913.0,6,135,2011,5,2,17,6,19,15,2,1
29329.0,6,135,2011,5,2,18,6,19,15,2,1
29314.0,6,135,2011,5,2,19,6,19,15,2,1
29415.0,6,135,2011,5,2,20,6,19,15,2,1
30328.0,6,135,2011,5,2,21,6,19,15,2,1
29688.0,6,135,2011,5,2,22,6,19,15,2,1
27826.0,6,135,2011,5,2,23,6,19,15,2,1
25260.0,0,136,2011,5,2,0,0,20,16,2,0
23387.0,0,136,2011,5,2,1,0,20,16,2,0
22223.0,0,136,2011,5,2,2,0,20,16,2,0
21666.0,0,136,2011,5,2,3,0,20,16,2,0
21484.0,0,136,2011,5,2,4,0,20,16,2,0
21972.0,0,136,2011,5,2,5,0,20,16,2,0
23813.0,0,136,2011,5,2,6,0,20,16,2,0
26793.0,0,136,2011,5,2,7,0,20,16,2,0
29368.0,0,136,2011,5,2,8,0,20,16,2,0
30674.0,0,136,2011,5,2,9,0,20,16,2,0
31569.0,0,136,2011,5,2,10,0,20,16,2,0
32357.0,0,136,2011,5,2,11,0,20,16,2,0
32741.0,0,136,2011,5,2,12,0,20,16,2,0
32870.0,0,136,2011,5,2,13,0,20,16,2,0
33092.0,0,136,2011,5,2,14,0,20,16,2,0
33016.0,0,136,2011,5,2,15,0,20,16,2,0
32930.0,0,136,2011,5,2,16,0,20,16,2,0
32977.0,0,136,2011,5,2,17,0,20,16,2,0
32812.0,0,136,2011,5,2,18,0,20,16,2,0
32210.0,0,136,2011,5,2,19,0,20,16,2,0
32077.0,0,136,2011,5,2,20,0,20,16,2,0
32621.0,0,136,2011,5,2,21,0,20,16,2,0
31375.0,0,136,2011,5,2,22,0,20,16,2,0
28718.0,0,136,2011,5,2,23,0,20,16,2,0
26053.0,1,137,2011,5,2,0,1,20,17,2,0
24021.0,1,137,2011,5,2,1,1,20,17,2,0
22941.0,1,137,2011,5,2,2,1,20,17,2,0
22329.0,1,137,2011,5,2,3,1,20,17,2,0
22031.0,1,137,2011,5,2,4,1,20,17,2,0
22514.0,1,137,2011,5,2,5,1,20,17,2,0
24228.0,1,137,2011,5,2,6,1,20,17,2,0
27204.0,1,137,2011,5,2,7,1,20,17,2,0
29510.0,1,137,2011,5,2,8,1,20,17,2,0
30457.0,1,137,2011,5,2,9,1,20,17,2,0
31037.0,1,137,2011,5,2,10,1,20,17,2,0
31584.0,1,137,2011,5,2,11,1,20,17,2,0
31793.0,1,137,2011,5,2,12,1,20,17,2,0
32031.0,1,137,2011,5,2,13,1,20,17,2,0
32099.0,1,137,2011,5,2,14,1,20,17,2,0
31997.0,1,137,2011,5,2,15,1,20,17,2,0
31970.0,1,137,2011,5,2,16,1,20,17,2,0
32002.0,1,137,2011,5,2,17,1,20,17,2,0
31989.0,1,137,2011,5,2,18,1,20,17,2,0
31526.0,1,137,2011,5,2,19,1,20,17,2,0
31400.0,1,137,2011,5,2,20,1,20,17,2,0
32132.0,1,137,2011,5,2,21,1,20,17,2,0
30908.0,1,137,2011,5,2,22,1,20,17,2,0
28390.0,1,137,2011,5,2,23,1,20,17,2,0
25805.0,2,138,2011,5,2,0,2,20,18,2,0
23912.0,2,138,2011,5,2,1,2,20,18,2,0
22819.0,2,138,2011,5,2,2,2,20,18,2,0
22210.0,2,138,2011,5,2,3,2,20,18,2,0
21985.0,2,138,2011,5,2,4,2,20,18,2,0
22399.0,2,138,2011,5,2,5,2,20,18,2,0
24162.0,2,138,2011,5,2,6,2,20,18,2,0
27171.0,2,138,2011,5,2,7,2,20,18,2,0
29707.0,2,138,2011,5,2,8,2,20,18,2,0
30794.0,2,138,2011,5,2,9,2,20,18,2,0
31610.0,2,138,2011,5,2,10,2,20,18,2,0
32259.0,2,138,2011,5,2,11,2,20,18,2,0
32577.0,2,138,2011,5,2,12,2,20,18,2,0
32703.0,2,138,2011,5,2,13,2,20,18,2,0
32796.0,2,138,2011,5,2,14,2,20,18,2,0
32623.0,2,138,2011,5,2,15,2,20,18,2,0
32474.0,2,138,2011,5,2,16,2,20,18,2,0
32621.0,2,138,2011,5,2,17,2,20,18,2,0
32584.0,2,138,2011,5,2,18,2,20,18,2,0
31951.0,2,138,2011,5,2,19,2,20,18,2,0
31733.0,2,138,2011,5,2,20,2,20,18,2,0
32353.0,2,138,2011,5,2,21,2,20,18,2,0
31164.0,2,138,2011,5,2,22,2,20,18,2,0
28688.0,2,138,2011,5,2,23,2,20,18,2,0
26111.0,3,139,2011,5,2,0,3,20,19,2,0
24175.0,3,139,2011,5,2,1,3,20,19,2,0
22968.0,3,139,2011,5,2,2,3,20,19,2,0
22317.0,3,139,2011,5,2,3,3,20,19,2,0
22054.0,3,139,2011,5,2,4,3,20,19,2,0
22461.0,3,139,2011,5,2,5,3,20,19,2,0
24047.0,3,139,2011,5,2,6,3,20,19,2,0
27041.0,3,139,2011,5,2,7,3,20,19,2,0
29566.0,3,139,2011,5,2,8,3,20,19,2,0
30598.0,3,139,2011,5,2,9,3,20,19,2,0
31458.0,3,139,2011,5,2,10,3,20,19,2,0
32204.0,3,139,2011,5,2,11,3,20,19,2,0
32572.0,3,139,2011,5,2,12,3,20,19,2,0
32898.0,3,139,2011,5,2,13,3,20,19,2,0
33249.0,3,139,2011,5,2,14,3,20,19,2,0
33119.0,3,139,2011,5,2,15,3,20,19,2,0
32785.0,3,139,2011,5,2,16,3,20,19,2,0
32660.0,3,139,2011,5,2,17,3,20,19,2,0
32423.0,3,139,2011,5,2,18,3,20,19,2,0
31763.0,3,139,2011,5,2,19,3,20,19,2,0
31398.0,3,139,2011,5,2,20,3,20,19,2,0
32000.0,3,139,2011,5,2,21,3,20,19,2,0
31090.0,3,139,2011,5,2,22,3,20,19,2,0
28514.0,3,139,2011,5,2,23,3,20,19,2,0
25982.0,4,140,2011,5,2,0,4,20,20,2,0
23984.0,4,140,2011,5,2,1,4,20,20,2,0
22767.0,4,140,2011,5,2,2,4,20,20,2,0
22108.0,4,140,2011,5,2,3,4,20,20,2,0
21864.0,4,140,2011,5,2,4,4,20,20,2,0
22244.0,4,140,2011,5,2,5,4,20,20,2,0
23771.0,4,140,2011,5,2,6,4,20,20,2,0
26571.0,4,140,2011,5,2,7,4,20,20,2,0
29024.0,4,140,2011,5,2,8,4,20,20,2,0
30185.0,4,140,2011,5,2,9,4,20,20,2,0
30956.0,4,140,2011,5,2,10,4,20,20,2,0
31665.0,4,140,2011,5,2,11,4,20,20,2,0
31835.0,4,140,2011,5,2,12,4,20,20,2,0
31758.0,4,140,2011,5,2,13,4,20,20,2,0
31731.0,4,140,2011,5,2,14,4,20,20,2,0
31497.0,4,140,2011,5,2,15,4,20,20,2,0
31242.0,4,140,2011,5,2,16,4,20,20,2,0
31082.0,4,140,2011,5,2,17,4,20,20,2,0
30705.0,4,140,2011,5,2,18,4,20,20,2,0
30082.0,4,140,2011,5,2,19,4,20,20,2,0
29568.0,4,140,2011,5,2,20,4,20,20,2,0
30136.0,4,140,2011,5,2,21,4,20,20,2,0
29683.0,4,140,2011,5,2,22,4,20,20,2,0
27729.0,4,140,2011,5,2,23,4,20,20,2,0
25432.0,5,141,2011,5,2,0,5,20,21,2,1
23534.0,5,141,2011,5,2,1,5,20,21,2,1
22330.0,5,141,2011,5,2,2,5,20,21,2,1
21516.0,5,141,2011,5,2,3,5,20,21,2,1
21075.0,5,141,2011,5,2,4,5,20,21,2,1
21023.0,5,141,2011,5,2,5,5,20,21,2,1
21293.0,5,141,2011,5,2,6,5,20,21,2,1
21875.0,5,141,2011,5,2,7,5,20,21,2,1
23688.0,5,141,2011,5,2,8,5,20,21,2,1
25767.0,5,141,2011,5,2,9,5,20,21,2,1
27339.0,5,141,2011,5,2,10,5,20,21,2,1
28338.0,5,141,2011,5,2,11,5,20,21,2,1
28956.0,5,141,2011,5,2,12,5,20,21,2,1
29259.0,5,141,2011,5,2,13,5,20,21,2,1
29371.0,5,141,2011,5,2,14,5,20,21,2,1
29561.0,5,141,2011,5,2,15,5,20,21,2,1
29804.0,5,141,2011,5,2,16,5,20,21,2,1
30041.0,5,141,2011,5,2,17,5,20,21,2,1
30188.0,5,141,2011,5,2,18,5,20,21,2,1
29962.0,5,141,2011,5,2,19,5,20,21,2,1
29525.0,5,141,2011,5,2,20,5,20,21,2,1
30135.0,5,141,2011,5,2,21,5,20,21,2,1
29904.0,5,141,2011,5,2,22,5,20,21,2,1
28095.0,5,141,2011,5,2,23,5,20,21,2,1
25961.0,6,142,2011,5,2,0,6,20,22,2,1
24005.0,6,142,2011,5,2,1,6,20,22,2,1
22617.0,6,142,2011,5,2,2,6,20,22,2,1
21696.0,6,142,2011,5,2,3,6,20,22,2,1
21118.0,6,142,2011,5,2,4,6,20,22,2,1
20945.0,6,142,2011,5,2,5,6,20,22,2,1
21019.0,6,142,2011,5,2,6,6,20,22,2,1
21177.0,6,142,2011,5,2,7,6,20,22,2,1
22465.0,6,142,2011,5,2,8,6,20,22,2,1
24417.0,6,142,2011,5,2,9,6,20,22,2,1
26123.0,6,142,2011,5,2,10,6,20,22,2,1
27217.0,6,142,2011,5,2,11,6,20,22,2,1
27997.0,6,142,2011,5,2,12,6,20,22,2,1
28324.0,6,142,2011,5,2,13,6,20,22,2,1
28267.0,6,142,2011,5,2,14,6,20,22,2,1
28030.0,6,142,2011,5,2,15,6,20,22,2,1
27910.0,6,142,2011,5,2,16,6,20,22,2,1
28199.0,6,142,2011,5,2,17,6,20,22,2,1
28572.0,6,142,2011,5,2,18,6,20,22,2,1
28740.0,6,142,2011,5,2,19,6,20,22,2,1
28942.0,6,142,2011,5,2,20,6,20,22,2,1
29928.0,6,142,2011,5,2,21,6,20,22,2,1
29269.0,6,142,2011,5,2,22,6,20,22,2,1
27288.0,6,142,2011,5,2,23,6,20,22,2,1
25054.0,0,143,2011,5,2,0,0,21,23,2,0
23234.0,0,143,2011,5,2,1,0,21,23,2,0
22213.0,0,143,2011,5,2,2,0,21,23,2,0
21724.0,0,143,2011,5,2,3,0,21,23,2,0
21577.0,0,143,2011,5,2,4,0,21,23,2,0
22132.0,0,143,2011,5,2,5,0,21,23,2,0
23993.0,0,143,2011,5,2,6,0,21,23,2,0
27077.0,0,143,2011,5,2,7,0,21,23,2,0
29724.0,0,143,2011,5,2,8,0,21,23,2,0
31083.0,0,143,2011,5,2,9,0,21,23,2,0
32166.0,0,143,2011,5,2,10,0,21,23,2,0
33104.0,0,143,2011,5,2,11,0,21,23,2,0
33760.0,0,143,2011,5,2,12,0,21,23,2,0
34179.0,0,143,2011,5,2,13,0,21,23,2,0
34664.0,0,143,2011,5,2,14,0,21,23,2,0
34912.0,0,143,2011,5,2,15,0,21,23,2,0
35140.0,0,143,2011,5,2,16,0,21,23,2,0
35252.0,0,143,2011,5,2,17,0,21,23,2,0
35227.0,0,143,2011,5,2,18,0,21,23,2,0
34729.0,0,143,2011,5,2,19,0,21,23,2,0
34435.0,0,143,2011,5,2,20,0,21,23,2,0
34760.0,0,143,2011,5,2,21,0,21,23,2,0
34010.0,0,143,2011,5,2,22,0,21,23,2,0
31185.0,0,143,2011,5,2,23,0,21,23,2,0
28265.0,1,144,2011,5,2,0,1,21,24,2,0
25954.0,1,144,2011,5,2,1,1,21,24,2,0
24715.0,1,144,2011,5,2,2,1,21,24,2,0
23969.0,1,144,2011,5,2,3,1,21,24,2,0
23625.0,1,144,2011,5,2,4,1,21,24,2,0
24015.0,1,144,2011,5,2,5,1,21,24,2,0
25770.0,1,144,2011,5,2,6,1,21,24,2,0
28898.0,1,144,2011,5,2,7,1,21,24,2,0
31556.0,1,144,2011,5,2,8,1,21,24,2,0
33068.0,1,144,2011,5,2,9,1,21,24,2,0
34217.0,1,144,2011,5,2,10,1,21,24,2,0
35313.0,1,144,2011,5,2,11,1,21,24,2,0
36367.0,1,144,2011,5,2,12,1,21,24,2,0
37157.0,1,144,2011,5,2,13,1,21,24,2,0
37868.0,1,144,2011,5,2,14,1,21,24,2,0
38258.0,1,144,2011,5,2,15,1,21,24,2,0
38486.0,1,144,2011,5,2,16,1,21,24,2,0
38725.0,1,144,2011,5,2,17,1,21,24,2,0
38632.0,1,144,2011,5,2,18,1,21,24,2,0
37758.0,1,144,2011,5,2,19,1,21,24,2,0
36989.0,1,144,2011,5,2,20,1,21,24,2,0
37341.0,1,144,2011,5,2,21,1,21,24,2,0
36418.0,1,144,2011,5,2,22,1,21,24,2,0
33327.0,1,144,2011,5,2,23,1,21,24,2,0
30116.0,2,145,2011,5,2,0,2,21,25,2,0
27492.0,2,145,2011,5,2,1,2,21,25,2,0
25877.0,2,145,2011,5,2,2,2,21,25,2,0
24858.0,2,145,2011,5,2,3,2,21,25,2,0
24216.0,2,145,2011,5,2,4,2,21,25,2,0
24472.0,2,145,2011,5,2,5,2,21,25,2,0
25917.0,2,145,2011,5,2,6,2,21,25,2,0
28905.0,2,145,2011,5,2,7,2,21,25,2,0
31904.0,2,145,2011,5,2,8,2,21,25,2,0
33697.0,2,145,2011,5,2,9,2,21,25,2,0
35270.0,2,145,2011,5,2,10,2,21,25,2,0
36659.0,2,145,2011,5,2,11,2,21,25,2,0
37844.0,2,145,2011,5,2,12,2,21,25,2,0
38716.0,2,145,2011,5,2,13,2,21,25,2,0
39582.0,2,145,2011,5,2,14,2,21,25,2,0
40191.0,2,145,2011,5,2,15,2,21,25,2,0
40854.0,2,145,2011,5,2,16,2,21,25,2,0
41280.0,2,145,2011,5,2,17,2,21,25,2,0
41091.0,2,145,2011,5,2,18,2,21,25,2,0
39992.0,2,145,2011,5,2,19,2,21,25,2,0
38676.0,2,145,2011,5,2,20,2,21,25,2,0
38545.0,2,145,2011,5,2,21,2,21,25,2,0
37500.0,2,145,2011,5,2,22,2,21,25,2,0
34196.0,2,145,2011,5,2,23,2,21,25,2,0
30755.0,3,146,2011,5,2,0,3,21,26,2,0
27995.0,3,146,2011,5,2,1,3,21,26,2,0
26304.0,3,146,2011,5,2,2,3,21,26,2,0
25303.0,3,146,2011,5,2,3,3,21,26,2,0
24789.0,3,146,2011,5,2,4,3,21,26,2,0
25018.0,3,146,2011,5,2,5,3,21,26,2,0
26533.0,3,146,2011,5,2,6,3,21,26,2,0
29560.0,3,146,2011,5,2,7,3,21,26,2,0
32670.0,3,146,2011,5,2,8,3,21,26,2,0
34747.0,3,146,2011,5,2,9,3,21,26,2,0
36740.0,3,146,2011,5,2,10,3,21,26,2,0
38823.0,3,146,2011,5,2,11,3,21,26,2,0
40635.0,3,146,2011,5,2,12,3,21,26,2,0
41961.0,3,146,2011,5,2,13,3,21,26,2,0
43238.0,3,146,2011,5,2,14,3,21,26,2,0
44452.0,3,146,2011,5,2,15,3,21,26,2,0
45342.0,3,146,2011,5,2,16,3,21,26,2,0
46026.0,3,146,2011,5,2,17,3,21,26,2,0
45812.0,3,146,2011,5,2,18,3,21,26,2,0
44390.0,3,146,2011,5,2,19,3,21,26,2,0
42778.0,3,146,2011,5,2,20,3,21,26,2,0
42106.0,3,146,2011,5,2,21,3,21,26,2,0
40172.0,3,146,2011,5,2,22,3,21,26,2,0
36487.0,3,146,2011,5,2,23,3,21,26,2,0
32643.0,4,147,2011,5,2,0,4,21,27,2,0
29709.0,4,147,2011,5,2,1,4,21,27,2,0
27793.0,4,147,2011,5,2,2,4,21,27,2,0
26527.0,4,147,2011,5,2,3,4,21,27,2,0
25867.0,4,147,2011,5,2,4,4,21,27,2,0
25951.0,4,147,2011,5,2,5,4,21,27,2,0
27090.0,4,147,2011,5,2,6,4,21,27,2,0
29708.0,4,147,2011,5,2,7,4,21,27,2,0
32626.0,4,147,2011,5,2,8,4,21,27,2,0
34968.0,4,147,2011,5,2,9,4,21,27,2,0
37046.0,4,147,2011,5,2,10,4,21,27,2,0
39124.0,4,147,2011,5,2,11,4,21,27,2,0
40653.0,4,147,2011,5,2,12,4,21,27,2,0
41777.0,4,147,2011,5,2,13,4,21,27,2,0
42948.0,4,147,2011,5,2,14,4,21,27,2,0
43624.0,4,147,2011,5,2,15,4,21,27,2,0
44261.0,4,147,2011,5,2,16,4,21,27,2,0
44510.0,4,147,2011,5,2,17,4,21,27,2,0
44040.0,4,147,2011,5,2,18,4,21,27,2,0
42223.0,4,147,2011,5,2,19,4,21,27,2,0
40454.0,4,147,2011,5,2,20,4,21,27,2,0
39500.0,4,147,2011,5,2,21,4,21,27,2,0
38064.0,4,147,2011,5,2,22,4,21,27,2,0
35157.0,4,147,2011,5,2,23,4,21,27,2,0
31987.0,5,148,2011,5,2,0,5,21,28,2,1
29164.0,5,148,2011,5,2,1,5,21,28,2,1
27306.0,5,148,2011,5,2,2,5,21,28,2,1
25834.0,5,148,2011,5,2,3,5,21,28,2,1
24928.0,5,148,2011,5,2,4,5,21,28,2,1
24484.0,5,148,2011,5,2,5,5,21,28,2,1
24496.0,5,148,2011,5,2,6,5,21,28,2,1
24956.0,5,148,2011,5,2,7,5,21,28,2,1
26994.0,5,148,2011,5,2,8,5,21,28,2,1
29779.0,5,148,2011,5,2,9,5,21,28,2,1
32527.0,5,148,2011,5,2,10,5,21,28,2,1
34688.0,5,148,2011,5,2,11,5,21,28,2,1
36122.0,5,148,2011,5,2,12,5,21,28,2,1
37043.0,5,148,2011,5,2,13,5,21,28,2,1
37517.0,5,148,2011,5,2,14,5,21,28,2,1
37901.0,5,148,2011,5,2,15,5,21,28,2,1
38294.0,5,148,2011,5,2,16,5,21,28,2,1
38613.0,5,148,2011,5,2,17,5,21,28,2,1
38446.0,5,148,2011,5,2,18,5,21,28,2,1
37474.0,5,148,2011,5,2,19,5,21,28,2,1
36170.0,5,148,2011,5,2,20,5,21,28,2,1
35733.0,5,148,2011,5,2,21,5,21,28,2,1
35302.0,5,148,2011,5,2,22,5,21,28,2,1
33208.0,5,148,2011,5,2,23,5,21,28,2,1
30574.0,6,149,2011,5,2,0,6,21,29,2,1
28095.0,6,149,2011,5,2,1,6,21,29,2,1
26257.0,6,149,2011,5,2,2,6,21,29,2,1
25102.0,6,149,2011,5,2,3,6,21,29,2,1
24352.0,6,149,2011,5,2,4,6,21,29,2,1
24027.0,6,149,2011,5,2,5,6,21,29,2,1
23942.0,6,149,2011,5,2,6,6,21,29,2,1
24179.0,6,149,2011,5,2,7,6,21,29,2,1
25937.0,6,149,2011,5,2,8,6,21,29,2,1
28404.0,6,149,2011,5,2,9,6,21,29,2,1
31095.0,6,149,2011,5,2,10,6,21,29,2,1
33580.0,6,149,2011,5,2,11,6,21,29,2,1
35632.0,6,149,2011,5,2,12,6,21,29,2,1
36974.0,6,149,2011,5,2,13,6,21,29,2,1
37964.0,6,149,2011,5,2,14,6,21,29,2,1
38677.0,6,149,2011,5,2,15,6,21,29,2,1
39394.0,6,149,2011,5,2,16,6,21,29,2,1
39927.0,6,149,2011,5,2,17,6,21,29,2,1
40075.0,6,149,2011,5,2,18,6,21,29,2,1
39493.0,6,149,2011,5,2,19,6,21,29,2,1
38183.0,6,149,2011,5,2,20,6,21,29,2,1
37825.0,6,149,2011,5,2,21,6,21,29,2,1
37500.0,6,149,2011,5,2,22,6,21,29,2,1
35387.0,6,149,2011,5,2,23,6,21,29,2,1
32719.0,0,150,2011,5,2,0,0,22,30,2,0
30141.0,0,150,2011,5,2,1,0,22,30,2,0
28274.0,0,150,2011,5,2,2,0,22,30,2,0
27006.0,0,150,2011,5,2,3,0,22,30,2,0
26313.0,0,150,2011,5,2,4,0,22,30,2,0
26017.0,0,150,2011,5,2,5,0,22,30,2,0
26296.0,0,150,2011,5,2,6,0,22,30,2,0
26799.0,0,150,2011,5,2,7,0,22,30,2,0
28353.0,0,150,2011,5,2,8,0,22,30,2,0
31019.0,0,150,2011,5,2,9,0,22,30,2,0
34511.0,0,150,2011,5,2,10,0,22,30,2,0
37787.0,0,150,2011,5,2,11,0,22,30,2,0
40304.0,0,150,2011,5,2,12,0,22,30,2,0
42148.0,0,150,2011,5,2,13,0,22,30,2,0
43384.0,0,150,2011,5,2,14,0,22,30,2,0
44488.0,0,150,2011,5,2,15,0,22,30,2,0
45501.0,0,150,2011,5,2,16,0,22,30,2,0
46335.0,0,150,2011,5,2,17,0,22,30,2,0
46682.0,0,150,2011,5,2,18,0,22,30,2,0
46034.0,0,150,2011,5,2,19,0,22,30,2,0
45107.0,0,150,2011,5,2,20,0,22,30,2,0
44723.0,0,150,2011,5,2,21,0,22,30,2,0
43811.0,0,150,2011,5,2,22,0,22,30,2,0
40102.0,0,150,2011,5,2,23,0,22,30,2,0
36229.0,1,151,2011,5,2,0,1,22,31,2,0
33122.0,1,151,2011,5,2,1,1,22,31,2,0
30949.0,1,151,2011,5,2,2,1,22,31,2,0
29536.0,1,151,2011,5,2,3,1,22,31,2,0
28763.0,1,151,2011,5,2,4,1,22,31,2,0
28829.0,1,151,2011,5,2,5,1,22,31,2,0
30113.0,1,151,2011,5,2,6,1,22,31,2,0
33139.0,1,151,2011,5,2,7,1,22,31,2,0
36939.0,1,151,2011,5,2,8,1,22,31,2,0
39964.0,1,151,2011,5,2,9,1,22,31,2,0
42664.0,1,151,2011,5,2,10,1,22,31,2,0
45241.0,1,151,2011,5,2,11,1,22,31,2,0
47399.0,1,151,2011,5,2,12,1,22,31,2,0
48993.0,1,151,2011,5,2,13,1,22,31,2,0
50562.0,1,151,2011,5,2,14,1,22,31,2,0
51593.0,1,151,2011,5,2,15,1,22,31,2,0
52529.0,1,151,2011,5,2,16,1,22,31,2,0
53057.0,1,151,2011,5,2,17,1,22,31,2,0
52451.0,1,151,2011,5,2,18,1,22,31,2,0
50754.0,1,151,2011,5,2,19,1,22,31,2,0
49048.0,1,151,2011,5,2,20,1,22,31,2,0
48310.0,1,151,2011,5,2,21,1,22,31,2,0
46701.0,1,151,2011,5,2,22,1,22,31,2,0
42164.0,1,151,2011,5,2,23,1,22,31,2,0
37933.0,2,152,2011,6,2,0,2,22,1,3,0
34591.0,2,152,2011,6,2,1,2,22,1,3,0
32252.0,2,152,2011,6,2,2,2,22,1,3,0
30792.0,2,152,2011,6,2,3,2,22,1,3,0
29918.0,2,152,2011,6,2,4,2,22,1,3,0
29974.0,2,152,2011,6,2,5,2,22,1,3,0
31339.0,2,152,2011,6,2,6,2,22,1,3,0
34350.0,2,152,2011,6,2,7,2,22,1,3,0
37633.0,2,152,2011,6,2,8,2,22,1,3,0
40155.0,2,152,2011,6,2,9,2,22,1,3,0
42988.0,2,152,2011,6,2,10,2,22,1,3,0
45927.0,2,152,2011,6,2,11,2,22,1,3,0
48557.0,2,152,2011,6,2,12,2,22,1,3,0
50694.0,2,152,2011,6,2,13,2,22,1,3,0
52251.0,2,152,2011,6,2,14,2,22,1,3,0
53480.0,2,152,2011,6,2,15,2,22,1,3,0
53841.0,2,152,2011,6,2,16,2,22,1,3,0
53799.0,2,152,2011,6,2,17,2,22,1,3,0
53074.0,2,152,2011,6,2,18,2,22,1,3,0
51672.0,2,152,2011,6,2,19,2,22,1,3,0
49939.0,2,152,2011,6,2,20,2,22,1,3,0
49015.0,2,152,2011,6,2,21,2,22,1,3,0
47713.0,2,152,2011,6,2,22,2,22,1,3,0
43460.0,2,152,2011,6,2,23,2,22,1,3,0
38572.0,3,153,2011,6,2,0,3,22,2,3,0
34624.0,3,153,2011,6,2,1,3,22,2,3,0
31840.0,3,153,2011,6,2,2,3,22,2,3,0
29821.0,3,153,2011,6,2,3,3,22,2,3,0
28522.0,3,153,2011,6,2,4,3,22,2,3,0
28184.0,3,153,2011,6,2,5,3,22,2,3,0
28957.0,3,153,2011,6,2,6,3,22,2,3,0
31670.0,3,153,2011,6,2,7,3,22,2,3,0
34531.0,3,153,2011,6,2,8,3,22,2,3,0
36188.0,3,153,2011,6,2,9,3,22,2,3,0
37286.0,3,153,2011,6,2,10,3,22,2,3,0
38209.0,3,153,2011,6,2,11,3,22,2,3,0
38765.0,3,153,2011,6,2,12,3,22,2,3,0
39128.0,3,153,2011,6,2,13,3,22,2,3,0
39625.0,3,153,2011,6,2,14,3,22,2,3,0
40028.0,3,153,2011,6,2,15,3,22,2,3,0
40536.0,3,153,2011,6,2,16,3,22,2,3,0
40867.0,3,153,2011,6,2,17,3,22,2,3,0
40474.0,3,153,2011,6,2,18,3,22,2,3,0
38917.0,3,153,2011,6,2,19,3,22,2,3,0
37054.0,3,153,2011,6,2,20,3,22,2,3,0
36176.0,3,153,2011,6,2,21,3,22,2,3,0
35469.0,3,153,2011,6,2,22,3,22,2,3,0
32209.0,3,153,2011,6,2,23,3,22,2,3,0
28816.0,4,154,2011,6,2,0,4,22,3,3,0
26186.0,4,154,2011,6,2,1,4,22,3,3,0
24565.0,4,154,2011,6,2,2,4,22,3,3,0
23683.0,4,154,2011,6,2,3,4,22,3,3,0
23136.0,4,154,2011,6,2,4,4,22,3,3,0
23343.0,4,154,2011,6,2,5,4,22,3,3,0
